วันที่,สาขา,รายละเอียด,ประเภท,รายรับ,รายจ่าย,ยอดรวม
22/07/2026,B1,ส้ม 25x22กก รวม 550กกx30 บ รวม 16500บาท ค่าขนส่ง 25ตกx 50 บ 1250 (LINE_ALBUM_Cost July_260802_69.jpg),COGS,,17750,449827.94
22/07/2026,B1,แอปเปิ้ล 4 ลัง (LINE_ALBUM_Cost July_260802_70.jpg),COGS,,1600,448227.94
22/07/2026,B1,มะม่วง 78 กิโล 3 ลัง (LINE_ALBUM_Cost July_260802_71.jpg),COGS,,3900,444327.94
22/07/2026,B1,OPEX Avocado milk (LINE_ALBUM_Cost July_260802_74.jpg),OPEX,,440.75,443887.19
22/07/2026,B1,Opex knife (LINE_ALBUM_Cost July_260802_75.jpg),OPEX,,199,443688.19
22/07/2026,B1,Opex equipment (LINE_ALBUM_Cost July_260802_76.jpg),OPEX,,221,443467.19
22/07/2026,B1,Cogs Falcon milk (LINE_ALBUM_Cost July_260802_77.jpg),COGS,,716,442751.19
22/07/2026,B1,Opex B1 police fee 1000 / person (LINE_ALBUM_Cost July_260802_78.jpg),OPEX,,2000,440751.19
22/07/2026,B1,Opex equipments (LINE_ALBUM_Cost July_260802_79.jpg),OPEX,,506,440245.19
22/07/2026,B1,Opex other (LINE_ALBUM_Cost July_260802_80.jpg),OPEX,,1918,438327.19
22/07/2026,B2,ยอดขายเงินสด,Sales-Cash,960,,439287.19
22/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,630,,439917.19
22/07/2026,B2,Salary b2 wei 20days 450/day (LINE_ALBUM_Cost July_260802_72.jpg),OPEX,,9000,430917.19
22/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,9789,,440706.19
22/07/2026,B3,Salary b3 mike 15days 500/day (LINE_ALBUM_Cost July_260802_73.jpg),OPEX,,7500,433206.19
23/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5340,,438546.19
23/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3220,,441766.19
23/07/2026,B1,20-7-2569 ราคา 80 - 45ลูก 22-7-2569 ราคา 80 - 30 ลูก 23-7-2569 ราคา 80 - 30 ลูก (LINE_ALBUM_Cost July_260802_81.jpg),COGS,,8400,433366.19
23/07/2026,B1,ฝรั่ง 2 ลัง ลังละ 20 กิโล กิโลละ 50 บาท รวม 2000 บาท (LINE_ALBUM_Cost July_260802_82.jpg),COGS,,2000,431366.19
23/07/2026,B1,สับปะรด 41 กิโล *27 บาท รวม 1107 บาท (LINE_ALBUM_Cost July_260802_83.jpg),COGS,,1107,430259.19
23/07/2026,B2,ยอดขายเงินสด,Sales-Cash,1930,,432189.19
23/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1180,,433369.19
23/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,6157,,439526.19
24/07/2026,B1,ยอดขายเงินสด,Sales-Cash,8080,,447606.19
24/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3370,,450976.19
24/07/2026,B1,ฝา 1 ลัง 509 นมข้นหวาน 1 ลัง 785 นมข้นจืด 2 ลัง 1342 บาท (LINE_ALBUM_Cost July_260802_1.jpg),COGS,,2636,448340.19
24/07/2026,B1,ฝา 1 ลัง 502 บาท นมข้นหวาน 3 ลัง 2582 บาท (LINE_ALBUM_Cost July_260802_2.jpg),COGS,,3084,445256.19
24/07/2026,B1,ฝา 1 ลัง 474 นมข้นจืด 1 ลัง 751 (LINE_ALBUM_Cost July_260802_3.jpg),COGS,,1225,444031.19
24/07/2026,B1,ฝา 1 ลัง (LINE_ALBUM_Cost July_260802_4.jpg),COGS,,472,443559.19
24/07/2026,B1,Lalamove (LINE_ALBUM_Cost July_260802_5.jpg),OPEX,,2000,441559.19
24/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3780,,445339.19
24/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1750,,447089.19
24/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,8224,,455313.19
25/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5860,,461173.19
25/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4470,,465643.19
25/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3010,,468653.19
25/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2050,,470703.19
25/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,9184,,479887.19
26/07/2026,B1,ยอดขายเงินสด,Sales-Cash,9320,,489207.19
26/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4830,,494037.19
26/07/2026,B1,Apple 5 box (LINE_ALBUM_Cost July_260802_6.jpg),COGS,,2000,492037.19
26/07/2026,B1,ฝรั่ง 2 ตะกร้า (LINE_ALBUM_Cost July_260802_7.jpg),COGS,,2000,490037.19
26/07/2026,B1,Cogs มะม่วง 3 ลัง 3900 และ งบลงทุน 810 (LINE_ALBUM_Cost July_260802_8.jpg),COGS,,4710,485327.19
26/07/2026,B1,น้ำมะพร้าว 30ลิตร 1350 เนื้อ 50kg 5000 ค่าส่ง 350 (LINE_ALBUM_Cost July_260802_9.jpg),COGS,,6700,478627.19
26/07/2026,B2,ยอดขายเงินสด,Sales-Cash,4280,,482907.19
26/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,3480,,486387.19
26/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,10668,,497055.19
27/07/2026,B1,ยอดขายเงินสด,Sales-Cash,4680,,501735.19
27/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2610,,504345.19
27/07/2026,B1,Apple 4 box (LINE_ALBUM_Cost July_260802_10.jpg),COGS,,1600,502745.19
27/07/2026,B1,ฝรั่ง 2 ตะกร้า (LINE_ALBUM_Cost July_260802_11.jpg),COGS,,2000,500745.19
27/07/2026,B1,มะม่วง 2 ลัง (LINE_ALBUM_Cost July_260802_12.jpg),COGS,,2600,498145.19
27/07/2026,B1,แตงโม 40 ลูก (LINE_ALBUM_Cost July_260802_13.jpg),COGS,,3200,494945.19
27/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3540,,498485.19
27/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1500,,499985.19
27/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,6749,,506734.19
28/07/2026,B1,ยอดขายเงินสด,Sales-Cash,8260,,514994.19
28/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5300,,520294.19
28/07/2026,B1,Lalamove (LINE_ALBUM_Cost July_260802_14.jpg),OPEX,,1000,519294.19
28/07/2026,B1,ฝรั่ง 2 ลัง (LINE_ALBUM_Cost July_260802_15.jpg),COGS,,2000,517294.19
28/07/2026,B1,แอปเปิ้ล 4 ลัง (LINE_ALBUM_Cost July_260802_16.jpg),COGS,,1600,515694.19
28/07/2026,B1,มะม่วง 2 ลัง (LINE_ALBUM_Cost July_260802_17.jpg),COGS,,2600,513094.19
28/07/2026,B1,แตงโม 40 ลูก (LINE_ALBUM_Cost July_260802_18.jpg),COGS,,3200,509894.19
28/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3550,,513444.19
28/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2200,,515644.19
28/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,6519,,522163.19
29/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5330,,527493.19
29/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2480,,529973.19
29/07/2026,B1,ค่าขนส่ง (LINE_ALBUM_Cost July_260802_19.jpg),OPEX,,2000,527973.19
29/07/2026,B1,"ส้ม 31x22กก 682กกx30 20,460บาท ค่าขนส่ง 31ตกx 50 1550 (LINE_ALBUM_Cost July_260802_20.jpg)",COGS,,22010,505963.19
29/07/2026,B2,ยอดขายเงินสด,Sales-Cash,2730,,508693.19
29/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,860,,509553.19
29/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,7739,,517292.19
30/07/2026,B1,ยอดขายเงินสด,Sales-Cash,2170,,519462.19
30/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1270,,520732.19
30/07/2026,B1,ตะแกรงคว่ำจาน 6อัน ป้ายไฟ3อัน (LINE_ALBUM_Cost July_260802_21.jpg),OPEX,,1790,518942.19
30/07/2026,B1,ถุงขยะ 5*5แพค (LINE_ALBUM_Cost July_260802_22.jpg),OPEX,,1101,517841.19
30/07/2026,B2,ยอดขายเงินสด,Sales-Cash,1360,,519201.19
30/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1400,,520601.19
30/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,9248,,529849.19
31/07/2026,B1,ยอดขายเงินสด,Sales-Cash,2890,,532739.19
31/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2650,,535389.19
31/07/2026,B1,แอปเปิ้ล 4 ลัง (LINE_ALBUM_Cost July_260802_23.jpg),COGS,,1200,534189.19
31/07/2026,B1,มะม่วง 4 ลัง (LINE_ALBUM_Cost July_260802_24.jpg),COGS,,4680,529509.19
31/07/2026,B1,ค่าขนส่ง (LINE_ALBUM_Cost July_260802_25.jpg),OPEX,,2000,527509.19
31/07/2026,B1,ฝรั่ง 3 ลัง (LINE_ALBUM_Cost July_260802_26.jpg),COGS,,3600,523909.19
31/07/2026,B1,ทุเรียน 20.6 กิโลกรัม (LINE_ALBUM_Cost July_260802_27.jpg),COGS,,2255,521654.19
31/07/2026,B1,ตะกร้าแต่งร้าน 3 (LINE_ALBUM_Cost July_260802_28.jpg),OPEX,,558,521096.19
31/07/2026,B1,Rent B1,OPEX,,35000,486096.19
31/07/2026,B1,Salary B1,OPEX,,35000,451096.19
31/07/2026,B2,ยอดขายเงินสด,Sales-Cash,2110,,453206.19
31/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,910,,454116.19
31/07/2026,B2,Rent B2,OPEX,,25000,429116.19
31/07/2026,B2,Salary B2 (Remaining),OPEX,,21000,408116.19
31/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,6188,,414304.19
31/07/2026,B3,Rent B3,OPEX,,19000,395304.19
31/07/2026,B3,Salary B3 (Remaining),OPEX,,39000,356304.19
